RACE_TRACK,RACE_DATE,POS,DRIVER,CAR,MANUFACTURER,LAPS,START,LED,PTS,BONUS,PENALTY
Bristol,2022-04-17 00:00:00,9,Michael McDowell,34,Ford,250,17,0,31,0,3
Bristol,2022-04-17 00:00:00,10,Ty Dillon,42,Chevrolet,250,7,0,36,0,9
Bristol,2022-04-17 00:00:00,11,Brad Keselowski,6,Ford,250,18,0,26,0,0
Bristol,2022-04-17 00:00:00,12,Daniel Suarez,99,Chevrolet,250,21,64,33,0,8
Bristol,2022-04-17 00:00:00,13,Cole Custer,41,Ford,250,1,0,24,0,0
Bristol,2022-04-17 00:00:00,14,Justin Haley,31,Chevrolet,250,6,0,23,0,0
Bristol,2022-04-17 00:00:00,15,Chris Buescher,17,Ford,250,15,0,22,0,0
Bristol,2022-04-17 00:00:00,16,Austin Cindric,2,Ford,250,20,0,21,0,0
Bristol,2022-04-17 00:00:00,17,Todd Gilliland,38,Ford,250,23,0,20,0,0
Bristol,2022-04-17 00:00:00,18,William Byron,24,Chevrolet,250,19,0,19,0,0
Bristol,2022-04-17 00:00:00,19,Corey LaJoie,7,Chevrolet,250,26,0,18,0,0
Bristol,2022-04-17 00:00:00,20,Harrison Burton,21,Ford,250,24,0,17,0,0
Bristol,2022-04-17 00:00:00,21,Martin Truex Jr.,19,Toyota,250,30,0,16,0,0
Bristol,2022-04-17 00:00:00,22,Chase Briscoe,14,Ford,250,4,59,25,0,10
Bristol,2022-04-17 00:00:00,23,Aric Almirola,10,Ford,250,31,0,14,0,0
Bristol,2022-04-17 00:00:00,24,Erik Jones,43,Chevrolet,250,14,0,13,0,0
Bristol,2022-04-17 00:00:00,25,Josh Williams,78,Ford,250,36,0,0,0,0
Bristol,2022-04-17 00:00:00,26,Cody Ware,51,Ford,250,35,0,11,0,0
Bristol,2022-04-17 00:00:00,27,Noah Gragson,16,Chevrolet,248,28,0,0,0,0
Bristol,2022-04-17 00:00:00,28,Bubba Wallace,23,Toyota,245,22,0,9,0,0
Bristol,2022-04-17 00:00:00,29,Ricky Stenhouse Jr.,47,Chevrolet,240,16,0,9,0,1
Bristol,2022-04-17 00:00:00,30,J.J. Yeley,15,Ford,221,29,0,0,0,0
Bristol,2022-04-17 00:00:00,31,Austin Dillon,3,Chevrolet,211,12,0,13,0,7
Bristol,2022-04-17 00:00:00,32,Kurt Busch,45,Toyota,211,13,0,5,0,0
Bristol,2022-04-17 00:00:00,33,Ross Chastain,1,Chevrolet,150,33,0,4,0,0
Bristol,2022-04-17 00:00:00,34,Kevin Harvick,4,Ford,100,32,0,3,0,0
Bristol,2022-04-17 00:00:00,35,Denny Hamlin,11,Toyota,91,34,0,2,0,0
Bristol,2022-04-17 00:00:00,36,Justin Allgaier,77,Chevrolet,74,27,0,0,0,0
Bristol,2020-05-31 00:00:00,1,Brad Keselowski,2,Ford,500,1,115,50,0,10
Bristol,2020-05-31 00:00:00,2,Clint Bowyer,14,Ford,500,23,0,40,0,5
Bristol,2020-05-31 00:00:00,3,Jimmie Johnson,48,Chevrolet,500,24,0,35,0,1
Bristol,2020-05-31 00:00:00,4,Kyle Busch,18,Toyota,500,7,100,39,0,6
Bristol,2020-05-31 00:00:00,5,Erik Jones,20,Toyota,500,15,0,35,0,3
Bristol,2020-05-31 00:00:00,6,Austin Dillon,3,Chevrolet,500,20,0,31,0,0
Bristol,2020-05-31 00:00:00,7,Kurt Busch,1,Chevrolet,500,12,0,30,0,0
Bristol,2020-05-31 00:00:00,8,William Byron,24,Chevrolet,500,13,0,33,0,4
Bristol,2020-05-31 00:00:00,9,Christopher Bell,95,Toyota,500,35,0,28,0,0
Bristol,2020-05-31 00:00:00,10,Bubba Wallace,43,Chevrolet,500,36,0,27,0,0
Bristol,2020-05-31 00:00:00,11,Kevin Harvick,4,Ford,500,8,0,39,0,13
Bristol,2020-05-31 00:00:00,12,Ryan Preece,37,Chevrolet,500,33,0,25,0,0
Bristol,2020-05-31 00:00:00,13,John Hunter Nemechek,38,Ford,500,18,0,24,0,0
Bristol,2020-05-31 00:00:00,14,Michael McDowell,34,Ford,500,25,0,23,0,0
Bristol,2020-05-31 00:00:00,15,Ryan Newman,6,Ford,500,17,0,22,0,0
Bristol,2020-05-31 00:00:00,16,Matt Kenseth,42,Chevrolet,500,14,0,21,0,0
Bristol,2020-05-31 00:00:00,17,Denny Hamlin,11,Toyota,500,10,131,32,0,12
Bristol,2020-05-31 00:00:00,18,Daniel Suarez,96,Toyota,500,37,0,19,0,0
Bristol,2020-05-31 00:00:00,19,Timmy Hill,66,Toyota,500,38,0,0,0,0
Bristol,2020-05-31 00:00:00,20,Martin Truex Jr.,19,Toyota,500,5,0,17,0,0
Bristol,2020-05-31 00:00:00,21,Joey Logano,22,Ford,500,3,2,29,0,13
Bristol,2020-05-31 00:00:00,22,Chase Elliott,9,Chevrolet,500,6,88,35,0,20
Bristol,2020-05-31 00:00:00,23,Chris Buescher,17,Ford,496,19,0,15,0,1
Bristol,2020-05-31 00:00:00,24,Brennan Poole,15,Chevrolet,494,34,0,13,0,0
Bristol,2020-05-31 00:00:00,25,J.J. Yeley,7,Chevrolet,492,40,0,0,0,0
Bristol,2020-05-31 00:00:00,26,Garrett Smithley,77,Chevrolet,489,31,0,0,0,0
Bristol,2020-05-31 00:00:00,27,Quin Houff,00,Chevrolet,483,28,0,10,0,0
Bristol,2020-05-31 00:00:00,28,B.J. McLeod,78,Chevrolet,477,39,0,0,0,0
Bristol,2020-05-31 00:00:00,29,Aric Almirola,10,Ford,470,2,0,15,0,7
Bristol,2020-05-31 00:00:00,30,Gray Gaulding,27,Ford,456,30,0,7,0,0
Bristol,2020-05-31 00:00:00,31,Matt DiBenedetto,21,Ford,456,9,4,10,0,4
Bristol,2020-05-31 00:00:00,32,Corey LaJoie,32,Ford,375,32,0,5,0,0
Bristol,2020-05-31 00:00:00,33,Joey Gase,51,Ford,302,27,0,0,0,0
Bristol,2020-05-31 00:00:00,34,Ricky Stenhouse Jr.,47,Chevrolet,228,16,0,5,0,2
Bristol,2020-05-31 00:00:00,35,Cole Custer,41,Ford,228,22,0,2,0,0
Bristol,2020-05-31 00:00:00,36,Tyler Reddick,8,Chevrolet,228,21,0,1,0,0
Bristol,2020-05-31 00:00:00,37,Alex Bowman,5,Chevrolet,228,11,0,1,0,0
Bristol,2020-05-31 00:00:00,38,Bayley Currey,53,Ford,203,26,0,0,0,0
Bristol,2020-05-31 00:00:00,39,Ty Dillon,13,Chevrolet,201,29,0,1,0,0
Bristol,2020-05-31 00:00:00,40,Ryan Blaney,12,Ford,199,4,60,10,0,9
Bristol,2021-09-18 00:00:00,1,Kyle Larson,5,Chevrolet,500,5,175,59,0,19
Bristol,2021-09-18 00:00:00,2,Kevin Harvick,4,Ford,500,8,71,45,0,10
Bristol,2021-09-18 00:00:00,3,William Byron,24,Chevrolet,500,14,0,42,0,8
Bristol,2021-09-18 00:00:00,4,Ryan Blaney,12,Ford,500,7,45,43,0,10
Bristol,2021-09-18 00:00:00,5,Alex Bowman,48,Chevrolet,500,11,0,32,0,0
Bristol,2021-09-18 00:00:00,6,Brad Keselowski,2,Ford,500,10,10,46,0,15
Bristol,2021-09-18 00:00:00,7,Martin Truex Jr.,19,Toyota,500,1,5,32,0,2
Bristol,2021-09-18 00:00:00,8,Erik Jones,43,Chevrolet,500,22,0,29,0,0
Bristol,2021-09-18 00:00:00,9,Denny Hamlin,11,Toyota,500,2,65,47,0,19
Bristol,2021-09-18 00:00:00,10,Matt DiBenedetto,21,Ford,500,19,0,27,0,0
Bristol,2021-09-18 00:00:00,11,Joey Logano,22,Ford,500,3,0,26,0,0
Bristol,2021-09-18 00:00:00,12,Tyler Reddick,8,Chevrolet,500,13,0,27,0,2
Bristol,2021-09-18 00:00:00,13,Chase Briscoe,14,Ford,500,20,0,24,0,0
Bristol,2021-09-18 00:00:00,14,Ross Chastain,42,Chevrolet,500,17,0,23,0,0
Bristol,2021-09-18 00:00:00,15,Austin Dillon,3,Chevrolet,500,18,0,22,0,0
Bristol,2021-09-18 00:00:00,16,Bubba Wallace,23,Toyota,500,28,0,21,0,0
Bristol,2021-09-18 00:00:00,17,Ryan Preece,37,Chevrolet,500,27,0,20,0,0
Bristol,2021-09-18 00:00:00,18,Aric Almirola,10,Ford,500,12,0,19,0,0
Bristol,2021-09-18 00:00:00,19,Kurt Busch,1,Chevrolet,500,15,0,18,0,0
Bristol,2021-09-18 00:00:00,20,Ricky Stenhouse Jr.,47,Chevrolet,499,23,0,17,0,0
Bristol,2021-09-18 00:00:00,21,Kyle Busch,18,Toyota,499,9,0,21,0,5
Bristol,2021-09-18 00:00:00,22,Daniel Suarez,99,Chevrolet,498,21,0,15,0,0
Bristol,2021-09-18 00:00:00,23,Chris Buescher,17,Ford,498,25,0,14,0,0
Bristol,2021-09-18 00:00:00,24,Michael McDowell,34,Ford,498,16,0,13,0,0
Bristol,2021-09-18 00:00:00,25,Chase Elliott,9,Chevrolet,497,4,129,26,0,14
Bristol,2021-09-18 00:00:00,26,Corey LaJoie,7,Chevrolet,497,31,0,11,0,0
Bristol,2021-09-18 00:00:00,27,J.J. Yeley,51,Chevrolet,495,35,0,0,0,0
Bristol,2021-09-18 00:00:00,28,Cole Custer,41,Ford,494,26,0,9,0,0
Bristol,2021-09-18 00:00:00,29,Christopher Bell,20,Toyota,493,6,0,14,0,6
Bristol,2021-09-18 00:00:00,30,Garrett Smithley,53,Chevrolet,487,36,0,0,0,0
Bristol,2021-09-18 00:00:00,31,Josh Bilicki,52,Ford,482,33,0,6,0,0
Bristol,2021-09-18 00:00:00,32,David Starr,66,Toyota,482,38,0,0,0,0
Bristol,2021-09-18 00:00:00,33,James Davison,15,Chevrolet,474,37,0,4,0,0
Bristol,2021-09-18 00:00:00,34,Quin Houff,00,Chevrolet,375,34,0,3,0,0
Bristol,2021-09-18 00:00:00,35,Anthony Alfredo,38,Ford,313,30,0,2,0,0
Bristol,2021-09-18 00:00:00,36,Justin Haley,77,Chevrolet,216,29,0,0,0,0
Bristol,2021-09-18 00:00:00,37,B.J. McLeod,78,Ford,215,32,0,0,0,0
Bristol,2021-09-18 00:00:00,38,Ryan Newman,6,Ford,177,24,0,1,0,0
Bristol,2022-09-18 00:00:00,1,Chris Buescher,17,Ford,500,20,169,44,0,4
Bristol,2022-09-18 00:00:00,2,Chase Elliott,9,Chevrolet,500,23,0,42,0,7
Bristol,2022-09-18 00:00:00,3,William Byron,24,Chevrolet,500,16,0,40,0,6
Bristol,2022-09-18 00:00:00,4,Christopher Bell,20,Toyota,500,8,143,52,0,19
Bristol,2022-09-18 00:00:00,5,Kyle Larson,5,Chevrolet,500,5,34,40,0,8
Bristol,2022-09-18 00:00:00,6,Ross Chastain,1,Chevrolet,500,12,0,40,0,9
Bristol,2022-09-18 00:00:00,7,AJ Allmendinger,16,Chevrolet,500,13,0,0,0,0
Bristol,2022-09-18 00:00:00,8,Cole Custer,41,Ford,500,11,0,29,0,0
Bristol,2022-09-18 00:00:00,9,Denny Hamlin,11,Toyota,500,4,0,28,0,0
Bristol,2022-09-18 00:00:00,10,Kevin Harvick,4,Ford,500,7,0,28,0,1
Bristol,2022-09-18 00:00:00,11,Michael McDowell,34,Ford,500,18,0,26,0,0
Bristol,2022-09-18 00:00:00,12,Justin Haley,31,Chevrolet,500,19,0,25,0,0
Bristol,2022-09-18 00:00:00,13,Brad Keselowski,6,Ford,499,10,109,34,0,10
Bristol,2022-09-18 00:00:00,14,Chase Briscoe,14,Ford,498,2,0,38,0,15
Bristol,2022-09-18 00:00:00,15,Corey LaJoie,7,Chevrolet,497,31,0,22,0,0
Bristol,2022-09-18 00:00:00,16,Harrison Burton,21,Ford,497,27,0,21,0,0
Bristol,2022-09-18 00:00:00,17,Cody Ware,51,Ford,497,32,0,20,0,0
Bristol,2022-09-18 00:00:00,18,Todd Gilliland,38,Ford,496,30,0,19,0,0
Bristol,2022-09-18 00:00:00,19,Daniel Suarez,99,Chevrolet,494,29,0,18,0,0
Bristol,2022-09-18 00:00:00,20,Austin Cindric,2,Ford,493,9,0,17,0,0
Bristol,2022-09-18 00:00:00,21,Erik Jones,43,Chevrolet,492,24,0,16,0,0
Bristol,2022-09-18 00:00:00,22,Landon Cassill,77,Chevrolet,492,35,0,0,0,0
Bristol,2022-09-18 00:00:00,23,J.J. Yeley,15,Ford,491,36,0,0,0,0
Bristol,2022-09-18 00:00:00,24,B.J. McLeod,78,Ford,491,33,0,0,0,0
Bristol,2022-09-18 00:00:00,25,Tyler Reddick,8,Chevrolet,469,17,0,15,0,3
Bristol,2022-09-18 00:00:00,26,Ty Dillon,42,Chevrolet,457,34,0,11,0,0
Bristol,2022-09-18 00:00:00,27,Joey Logano,22,Ford,437,15,0,10,0,0
Bristol,2022-09-18 00:00:00,28,Aric Almirola,10,Ford,418,1,36,9,0,0
Bristol,2022-09-18 00:00:00,29,Bubba Wallace,45,Toyota,408,14,0,8,0,0
Bristol,2022-09-18 00:00:00,30,Ryan Blaney,12,Ford,338,6,9,7,0,0
Bristol,2022-09-18 00:00:00,31,Austin Dillon,3,Chevrolet,279,28,0,9,0,3
Bristol,2022-09-18 00:00:00,32,Alex Bowman,48,Chevrolet,277,3,0,15,0,10
Bristol,2022-09-18 00:00:00,33,Ricky Stenhouse Jr.,47,Chevrolet,276,26,0,4,0,0
Bristol,2022-09-18 00:00:00,34,Kyle Busch,18,Toyota,269,21,0,17,0,14
Bristol,2022-09-18 00:00:00,35,Ty Gibbs,23,Toyota,265,25,0,0,0,0
Bristol,2022-09-18 00:00:00,36,Martin Truex Jr.,19,Toyota,198,22,0,2,0,1
Bristol,2020-09-19 00:00:00,1,Kevin Harvick,4,Ford,500,4,226,57,0,17
Bristol,2020-09-19 00:00:00,2,Kyle Busch,18,Toyota,500,9,159,54,0,19
Bristol,2020-09-19 00:00:00,3,Erik Jones,20,Toyota,500,20,0,36,0,2
Bristol,2020-09-19 00:00:00,4,Tyler Reddick,8,Chevrolet,500,17,0,33,0,0
Bristol,2020-09-19 00:00:00,5,Aric Almirola,10,Ford,500,10,1,36,0,4
Bristol,2020-09-19 00:00:00,6,Clint Bowyer,14,Ford,500,11,0,34,0,3
Bristol,2020-09-19 00:00:00,7,Chase Elliott,9,Chevrolet,499,6,23,48,0,18
Bristol,2020-09-19 00:00:00,8,Chris Buescher,17,Ford,499,23,0,29,0,0
Bristol,2020-09-19 00:00:00,9,Ryan Preece,37,Chevrolet,499,22,0,28,0,0
Bristol,2020-09-19 00:00:00,10,Michael McDowell,34,Ford,498,26,0,27,0,0
Bristol,2020-09-19 00:00:00,11,Joey Logano,22,Ford,498,2,0,35,0,9
Bristol,2020-09-19 00:00:00,12,Austin Dillon,3,Chevrolet,498,5,0,26,0,1
Bristol,2020-09-19 00:00:00,13,Ryan Blaney,12,Ford,498,14,0,24,0,0
Bristol,2020-09-19 00:00:00,14,Matt Kenseth,42,Chevrolet,498,19,0,23,0,0
Bristol,2020-09-19 00:00:00,15,Kurt Busch,1,Chevrolet,498,13,0,33,0,11
Bristol,2020-09-19 00:00:00,16,Alex Bowman,5,Chevrolet,498,8,0,33,0,12
Bristol,2020-09-19 00:00:00,17,Jimmie Johnson,48,Chevrolet,498,24,0,20,0,0
Bristol,2020-09-19 00:00:00,18,Ty Dillon,13,Chevrolet,497,28,0,19,0,0
Bristol,2020-09-19 00:00:00,19,Matt DiBenedetto,21,Ford,497,16,1,18,0,0
Bristol,2020-09-19 00:00:00,20,John Hunter Nemechek,38,Ford,497,31,0,17,0,0
Bristol,2020-09-19 00:00:00,21,Denny Hamlin,11,Toyota,497,7,1,16,0,0
Bristol,2020-09-19 00:00:00,22,Bubba Wallace,43,Chevrolet,497,27,0,16,0,1
Bristol,2020-09-19 00:00:00,23,Cole Custer,41,Ford,497,12,0,14,0,0
Bristol,2020-09-19 00:00:00,24,Martin Truex Jr.,19,Toyota,496,3,0,13,0,0
Bristol,2020-09-19 00:00:00,25,Ryan Newman,6,Ford,496,25,0,12,0,0
Bristol,2020-09-19 00:00:00,26,Daniel Suarez,96,Toyota,495,29,0,11,0,0
Bristol,2020-09-19 00:00:00,27,Gray Gaulding,27,Ford,488,37,0,0,0,0
Bristol,2020-09-19 00:00:00,28,Christopher Bell,95,Toyota,487,18,1,15,0,6
Bristol,2020-09-19 00:00:00,29,Quin Houff,00,Chevrolet,483,33,0,8,0,0
Bristol,2020-09-19 00:00:00,30,J.J. Yeley,15,Chevrolet,479,32,0,0,0,0
Bristol,2020-09-19 00:00:00,31,Joey Gase,51,Ford,463,36,0,0,0,0
Bristol,2020-09-19 00:00:00,32,Garrett Smithley,78,Chevrolet,436,40,0,0,0,0
Bristol,2020-09-19 00:00:00,33,Corey LaJoie,32,Ford,419,30,0,4,0,0
Bristol,2020-09-19 00:00:00,34,Brad Keselowski,2,Ford,412,1,82,7,0,4
Bristol,2020-09-19 00:00:00,35,James Davison,53,Ford,401,35,0,2,0,0
Bristol,2020-09-19 00:00:00,36,Reed Sorenson,77,Chevrolet,317,34,0,1,0,0
Bristol,2020-09-19 00:00:00,37,Timmy Hill,66,Toyota,313,38,0,0,0,0
Bristol,2020-09-19 00:00:00,38,William Byron,24,Chevrolet,232,15,0,4,0,3
Bristol,2020-09-19 00:00:00,39,Josh Bilicki,7,Chevrolet,53,39,0,0,0,0
Bristol,2020-09-19 00:00:00,40,Ricky Stenhouse Jr.,47,Chevrolet,28,21,0,1,0,0
California,2023-02-26 00:00:00,1,Kyle Busch,8,Chevrolet,200,21,27,49,0,9
California,2023-02-26 00:00:00,2,Chase Elliott,9,Chevrolet,200,33,1,40,0,5
California,2023-02-26 00:00:00,3,Ross Chastain,1,Chevrolet,200,8,91,54,0,20
California,2023-02-26 00:00:00,4,Daniel Suarez,99,Chevrolet,200,7,0,47,0,14
California,2023-02-26 00:00:00,5,Kevin Harvick,4,Ford,200,10,5,42,0,10
California,2023-02-26 00:00:00,6,Denny Hamlin,11,Toyota,200,13,11,42,0,11
California,2023-02-26 00:00:00,7,Brad Keselowski,6,Ford,200,16,2,32,0,2
California,2023-02-26 00:00:00,8,Alex Bowman,48,Chevrolet,200,4,17,39,0,10
California,2023-02-26 00:00:00,9,Austin Dillon,3,Chevrolet,200,28,3,28,0,0
California,2023-02-26 00:00:00,10,Joey Logano,22,Ford,200,3,19,39,0,12
California,2023-02-26 00:00:00,11,Martin Truex Jr.,19,Toyota,200,14,0,28,0,2
California,2023-02-26 00:00:00,12,Ricky Stenhouse Jr.,47,Chevrolet,200,2,0,25,0,0
California,2023-02-26 00:00:00,13,Chris Buescher,17,Ford,200,5,0,24,0,0
California,2023-02-26 00:00:00,14,Corey LaJoie,7,Chevrolet,200,12,0,24,0,1
California,2023-02-26 00:00:00,15,Harrison Burton,21,Ford,200,24,0,22,0,0
California,2023-02-26 00:00:00,16,Ty Gibbs,54,Toyota,200,23,0,21,0,0
California,2023-02-26 00:00:00,17,Todd Gilliland,38,Ford,200,25,0,20,0,0
California,2023-02-26 00:00:00,18,Michael McDowell,34,Ford,200,26,6,19,0,0
California,2023-02-26 00:00:00,19,Erik Jones,43,Chevrolet,200,34,0,18,0,0
California,2023-02-26 00:00:00,20,Chase Briscoe,14,Ford,200,31,0,17,0,0
California,2023-02-26 00:00:00,21,Justin Haley,31,Chevrolet,199,29,0,16,0,0
California,2023-02-26 00:00:00,22,Noah Gragson,42,Chevrolet,199,20,1,15,0,0
California,2023-02-26 00:00:00,23,J.J. Yeley,15,Ford,199,22,0,0,0,0
California,2023-02-26 00:00:00,24,B.J. McLeod,78,Chevrolet,199,30,0,13,0,0
California,2023-02-26 00:00:00,25,William Byron,24,Chevrolet,198,32,0,17,0,5
California,2023-02-26 00:00:00,26,Ryan Blaney,12,Ford,196,9,16,20,0,9
California,2023-02-26 00:00:00,27,Cody Ware,51,Ford,195,11,0,10,0,0
California,2023-02-26 00:00:00,28,Austin Cindric,2,Ford,194,19,0,9,0,0
California,2023-02-26 00:00:00,29,Kyle Larson,5,Chevrolet,185,15,0,8,0,0
California,2023-02-26 00:00:00,30,Bubba Wallace,23,Toyota,172,18,0,7,0,0
California,2023-02-26 00:00:00,31,Ty Dillon,77,Chevrolet,140,36,0,6,0,0
California,2023-02-26 00:00:00,32,Christopher Bell,20,Toyota,88,1,1,5,0,0
California,2023-02-26 00:00:00,33,Ryan Preece,41,Ford,87,27,0,4,0,0
California,2023-02-26 00:00:00,34,Tyler Reddick,45,Toyota,87,35,0,3,0,0
California,2023-02-26 00:00:00,35,Aric Almirola,10,Ford,86,17,0,2,0,0
California,2023-02-26 00:00:00,36,AJ Allmendinger,16,Chevrolet,75,6,0,1,0,0
California,2022-02-27 00:00:00,1,Kyle Larson,5,Chevrolet,200,13,28,52,0,12
California,2022-02-27 00:00:00,2,Austin Dillon,3,Chevrolet,200,16,0,35,0,0
California,2022-02-27 00:00:00,3,Erik Jones,43,Chevrolet,200,2,18,52,0,18
California,2022-02-27 00:00:00,4,Daniel Suarez,99,Chevrolet,200,15,0,33,0,0
California,2022-02-27 00:00:00,5,Joey Logano,22,Ford,200,7,14,44,0,12
California,2022-02-27 00:00:00,6,Aric Almirola,10,Ford,200,31,0,34,0,3
California,2022-02-27 00:00:00,7,Kevin Harvick,4,Ford,200,32,1,30,0,0
California,2022-02-27 00:00:00,8,Kurt Busch,45,Toyota,200,36,0,29,0,0
California,2022-02-27 00:00:00,9,Daniel Hemric,16,Chevrolet,200,5,0,0,0,0
California,2022-02-27 00:00:00,10,Ricky Stenhouse Jr.,47,Chevrolet,200,17,0,28,0,1
California,2022-02-27 00:00:00,11,Cole Custer,41,Ford,200,21,0,31,0,5
California,2022-02-27 00:00:00,12,Austin Cindric,2,Ford,200,1,0,31,0,6
California,2022-02-27 00:00:00,13,Martin Truex Jr.,19,Toyota,200,12,0,24,0,0
California,2022-02-27 00:00:00,14,Kyle Busch,18,Toyota,200,3,0,23,0,0
California,2022-02-27 00:00:00,15,Denny Hamlin,11,Toyota,200,4,0,23,0,1
California,2022-02-27 00:00:00,16,Chase Briscoe,14,Ford,200,24,20,28,0,7
California,2022-02-27 00:00:00,17,Ty Dillon,42,Chevrolet,200,18,0,20,0,0
California,2022-02-27 00:00:00,18,Ryan Blaney,12,Ford,200,6,1,29,0,10
California,2022-02-27 00:00:00,19,Bubba Wallace,23,Toyota,200,34,0,18,0,0
California,2022-02-27 00:00:00,20,Todd Gilliland,38,Ford,200,26,0,17,0,0
California,2022-02-27 00:00:00,21,Garrett Smithley,15,Ford,200,29,0,16,0,0
California,2022-02-27 00:00:00,22,B.J. McLeod,78,Ford,200,30,0,15,0,0
California,2022-02-27 00:00:00,23,Justin Haley,31,Chevrolet,200,35,0,14,0,0
California,2022-02-27 00:00:00,24,Tyler Reddick,8,Chevrolet,199,11,90,33,0,20
California,2022-02-27 00:00:00,25,Alex Bowman,48,Chevrolet,199,14,0,17,0,5
California,2022-02-27 00:00:00,26,Chase Elliott,9,Chevrolet,198,8,12,11,0,0
California,2022-02-27 00:00:00,27,Brad Keselowski,6,Ford,198,9,0,10,0,0
California,2022-02-27 00:00:00,28,Corey LaJoie,7,Chevrolet,198,25,0,9,0,0
California,2022-02-27 00:00:00,29,Ross Chastain,1,Chevrolet,198,33,0,8,0,0
California,2022-02-27 00:00:00,30,Josh Bilicki,77,Chevrolet,198,28,0,0,0,0
California,2022-02-27 00:00:00,31,Michael McDowell,34,Ford,193,23,0,6,0,0
California,2022-02-27 00:00:00,32,Cody Ware,51,Ford,187,27,0,5,0,0
California,2022-02-27 00:00:00,33,Harrison Burton,21,Ford,157,22,0,4,0,0
California,2022-02-27 00:00:00,34,William Byron,24,Chevrolet,151,10,16,13,0,10
California,2022-02-27 00:00:00,35,Chris Buescher,17,Ford,111,20,0,2,0,0
California,2022-02-27 00:00:00,36,Christopher Bell,20,Toyota,94,19,0,1,0,0
Charlotte Rc,2021-10-10 00:00:00,1,Kyle Larson,5,Chevrolet,109,10,8,45,0,5
Charlotte Rc,2021-10-10 00:00:00,2,Tyler Reddick,8,Chevrolet,109,29,0,35,0,0
Charlotte Rc,2021-10-10 00:00:00,3,Chris Buescher,17,Ford,109,16,1,34,0,0
Charlotte Rc,2021-10-10 00:00:00,4,Kyle Busch,18,Toyota,109,9,22,47,0,14
Charlotte Rc,2021-10-10 00:00:00,5,Denny Hamlin,11,Toyota,109,1,25,32,0,0
Charlotte Rc,2021-10-10 00:00:00,6,Matt DiBenedetto,21,Ford,109,30,0,31,0,0
Charlotte Rc,2021-10-10 00:00:00,7,Joey Logano,22,Ford,109,3,4,42,0,12
Charlotte Rc,2021-10-10 00:00:00,8,Christopher Bell,20,Toyota,109,4,0,29,0,0
Charlotte Rc,2021-10-10 00:00:00,9,Ryan Blaney,12,Ford,109,6,10,43,0,15
Charlotte Rc,2021-10-10 00:00:00,10,Alex Bowman,48,Chevrolet,109,12,0,29,0,2
Charlotte Rc,2021-10-10 00:00:00,11,William Byron,24,Chevrolet,109,11,30,30,0,4
Charlotte Rc,2021-10-10 00:00:00,12,Chase Elliott,9,Chevrolet,109,8,2,44,0,19
Charlotte Rc,2021-10-10 00:00:00,13,Daniel Suarez,99,Chevrolet,109,25,0,24,0,0
Charlotte Rc,2021-10-10 00:00:00,14,Bubba Wallace,23,Toyota,109,15,0,23,0,0
Charlotte Rc,2021-10-10 00:00:00,15,Austin Dillon,3,Chevrolet,109,14,0,22,0,0
Charlotte Rc,2021-10-10 00:00:00,16,Michael McDowell,34,Ford,109,19,0,23,0,2
Charlotte Rc,2021-10-10 00:00:00,17,Erik Jones,43,Chevrolet,109,17,0,20,0,0
Charlotte Rc,2021-10-10 00:00:00,18,Cole Custer,41,Ford,109,23,0,19,0,0
Charlotte Rc,2021-10-10 00:00:00,19,Ryan Preece,37,Chevrolet,109,31,0,18,0,0
Charlotte Rc,2021-10-10 00:00:00,20,Brad Keselowski,2,Ford,109,2,0,21,0,4
Charlotte Rc,2021-10-10 00:00:00,21,Ricky Stenhouse Jr.,47,Chevrolet,109,18,0,16,0,0
Charlotte Rc,2021-10-10 00:00:00,22,Chase Briscoe,14,Ford,109,22,0,15,0,0
Charlotte Rc,2021-10-10 00:00:00,23,Ross Chastain,42,Chevrolet,109,27,0,14,0,0
Charlotte Rc,2021-10-10 00:00:00,24,Aric Almirola,10,Ford,109,21,0,13,0,0
Charlotte Rc,2021-10-10 00:00:00,25,Kurt Busch,1,Chevrolet,109,13,2,17,0,5
Charlotte Rc,2021-10-10 00:00:00,26,Anthony Alfredo,38,Ford,109,20,0,11,0,0
Charlotte Rc,2021-10-10 00:00:00,27,Joey Hand,52,Chevrolet,109,36,0,10,0,0
Charlotte Rc,2021-10-10 00:00:00,28,Josh Bilicki,15,Chevrolet,109,37,0,0,0,0
Charlotte Rc,2021-10-10 00:00:00,29,Martin Truex Jr.,19,Toyota,109,5,0,18,0,10
Charlotte Rc,2021-10-10 00:00:00,30,Quin Houff,00,Chevrolet,109,28,0,7,0,0
Charlotte Rc,2021-10-10 00:00:00,31,Scott Heckert,78,Ford,109,35,0,6,0,0
Charlotte Rc,2021-10-10 00:00:00,32,Timmy Hill,66,Ford,108,39,0,0,0,0
Charlotte Rc,2021-10-10 00:00:00,33,Kevin Harvick,4,Ford,98,7,0,13,0,9
Charlotte Rc,2021-10-10 00:00:00,34,Garrett Smithley,53,Ford,96,34,0,0,0,0
Charlotte Rc,2021-10-10 00:00:00,35,Corey LaJoie,7,Chevrolet,93,26,0,2,0,0
Charlotte Rc,2021-10-10 00:00:00,36,Cody Ware,51,Chevrolet,90,32,0,0,0,0
Charlotte Rc,2021-10-10 00:00:00,37,Justin Haley,77,Chevrolet,66,38,0,0,0,0
